Song,Artist,Date,Streams,Rank
Mo Bamba,Sheck Wes,2018-11-29,"1,002",24
TIC TOC,"6ix9ine, Lil Baby",2018-11-30,"2,197",1
KIKA,"6ix9ine, Tory Lanez",2018-11-30,"2,084",2
"thank u, next",Ariana Grande,2018-11-30,"2,045",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-11-30,"2,020",4
MAMA,"6ix9ine, Nicki Minaj, Kanye West",2018-11-30,"1,797",5
Shallow,"Lady Gaga, Bradley Cooper",2018-11-30,"1,678",6
Baller los,MERO,2018-11-30,"1,584",7
Without Me,Halsey,2018-11-30,"1,436",8
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-11-30,"1,408",9
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-11-30,"1,408",10
Happier,"Marshmello, Bastille",2018-11-30,"1,391",11
In My Mind,"Dynoro, Gigi D'Agostino",2018-11-30,"1,370",12
MIA (feat. Drake),Bad Bunny,2018-11-30,"1,347",13
Be Alright,Dean Lewis,2018-11-30,"1,321",14
Sweet but Psycho,Ava Max,2018-11-30,"1,284",15
SICKO MODE,Travis Scott,2018-11-30,"1,272",16
Mo Bamba,Sheck Wes,2018-11-30,"1,239",17
All I Want for Christmas Is You,Mariah Carey,2018-11-30,"1,189",18
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-11-30,"1,132",19
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2018-11-30,"1,107",20
when the party's over,Billie Eilish,2018-11-30,"1,105",21
WAKA,"6ix9ine, A Boogie Wit da Hoodie",2018-11-30,"1,087",22
High Hopes,Panic! At The Disco,2018-11-30,"1,070",23
"thank u, next",Ariana Grande,2018-12-01,"2,307",1
All I Want for Christmas Is You,Mariah Carey,2018-12-01,"2,031",2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-01,"1,931",3
TIC TOC,"6ix9ine, Lil Baby",2018-12-01,"1,728",4
Last Christmas,Wham!,2018-12-01,"1,635",5
KIKA,"6ix9ine, Tory Lanez",2018-12-01,"1,588",6
Shallow,"Lady Gaga, Bradley Cooper",2018-12-01,"1,467",7
Without Me,Halsey,2018-12-01,"1,372",8
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-01,"1,307",9
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-01,"1,282",10
Jingle Bell Rock,Bobby Helms,2018-12-01,"1,277",11
MAMA,"6ix9ine, Nicki Minaj, Kanye West",2018-12-01,"1,275",12
Santa Tell Me,Ariana Grande,2018-12-01,"1,259",13
MIA (feat. Drake),Bad Bunny,2018-12-01,"1,230",14
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-01,"1,221",15
Happier,"Marshmello, Bastille",2018-12-01,"1,218",16
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-01,"1,217",17
Baller los,MERO,2018-12-01,"1,193",18
Sweet but Psycho,Ava Max,2018-12-01,"1,129",19
Be Alright,Dean Lewis,2018-12-01,"1,099",20
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-01,"1,099",21
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-01,"1,050",22
SICKO MODE,Travis Scott,2018-12-01,"1,045",23
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-01,"1,039",24
Mo Bamba,Sheck Wes,2018-12-01,"1,030",25
when the party's over,Billie Eilish,2018-12-01,"1,015",26
All I Want for Christmas Is You,Mariah Carey,2018-12-02,"2,188",1
"thank u, next",Ariana Grande,2018-12-02,"2,185",2
Last Christmas,Wham!,2018-12-02,"1,794",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-02,"1,487",4
Jingle Bell Rock,Bobby Helms,2018-12-02,"1,462",5
Shallow,"Lady Gaga, Bradley Cooper",2018-12-02,"1,441",6
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-02,"1,437",7
TIC TOC,"6ix9ine, Lil Baby",2018-12-02,"1,424",8
Santa Tell Me,Ariana Grande,2018-12-02,"1,400",9
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-02,"1,334",10
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-02,"1,218",11
Without Me,Halsey,2018-12-02,"1,202",12
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-02,"1,181",13
KIKA,"6ix9ine, Tory Lanez",2018-12-02,"1,178",14
Be Alright,Dean Lewis,2018-12-02,"1,153",15
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-02,"1,119",16
Sweet but Psycho,Ava Max,2018-12-02,"1,083",17
Happier,"Marshmello, Bastille",2018-12-02,"1,078",18
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-02,"1,074",19
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-02,"1,037",20
MIA (feat. Drake),Bad Bunny,2018-12-02,"1,005",21
"thank u, next",Ariana Grande,2018-12-03,"2,502",1
TIC TOC,"6ix9ine, Lil Baby",2018-12-03,"1,596",2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-03,"1,550",3
KIKA,"6ix9ine, Tory Lanez",2018-12-03,"1,439",4
Shallow,"Lady Gaga, Bradley Cooper",2018-12-03,"1,410",5
Without Me,Halsey,2018-12-03,"1,405",6
All I Want for Christmas Is You,Mariah Carey,2018-12-03,"1,367",7
Baller los,MERO,2018-12-03,"1,289",8
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-03,"1,261",9
Happier,"Marshmello, Bastille",2018-12-03,"1,259",10
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-03,"1,250",11
Be Alright,Dean Lewis,2018-12-03,"1,181",12
MAMA,"6ix9ine, Nicki Minaj, Kanye West",2018-12-03,"1,146",13
Sweet but Psycho,Ava Max,2018-12-03,"1,138",14
MIA (feat. Drake),Bad Bunny,2018-12-03,"1,127",15
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-03,"1,091",16
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-03,"1,075",17
when the party's over,Billie Eilish,2018-12-03,"1,035",18
Last Christmas,Wham!,2018-12-03,"1,023",19
Tausend Tattoos,Sido,2018-12-03,"1,010",20
Mo Bamba,Sheck Wes,2018-12-03,"1,005",21
"thank u, next",Ariana Grande,2018-12-04,"2,620",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-04,"1,673",2
TIC TOC,"6ix9ine, Lil Baby",2018-12-04,"1,515",3
Shallow,"Lady Gaga, Bradley Cooper",2018-12-04,"1,489",4
Without Me,Halsey,2018-12-04,"1,468",5
All I Want for Christmas Is You,Mariah Carey,2018-12-04,"1,385",6
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-04,"1,367",7
Happier,"Marshmello, Bastille",2018-12-04,"1,307",8
Be Alright,Dean Lewis,2018-12-04,"1,243",9
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-04,"1,242",10
Sweet but Psycho,Ava Max,2018-12-04,"1,237",11
KIKA,"6ix9ine, Tory Lanez",2018-12-04,"1,226",12
Baller los,MERO,2018-12-04,"1,196",13
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-04,"1,182",14
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-04,"1,180",15
SICKO MODE,Travis Scott,2018-12-04,"1,175",16
MIA (feat. Drake),Bad Bunny,2018-12-04,"1,134",17
when the party's over,Billie Eilish,2018-12-04,"1,093",18
Tausend Tattoos,Sido,2018-12-04,"1,061",19
Last Christmas,Wham!,2018-12-04,"1,029",20
Mo Bamba,Sheck Wes,2018-12-04,"1,019",21
MAMA,"6ix9ine, Nicki Minaj, Kanye West",2018-12-04,"1,012",22
"thank u, next",Ariana Grande,2018-12-05,"2,284",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-05,"1,673",2
All I Want for Christmas Is You,Mariah Carey,2018-12-05,"1,617",3
Without Me,Halsey,2018-12-05,"1,513",4
Shallow,"Lady Gaga, Bradley Cooper",2018-12-05,"1,457",5
TIC TOC,"6ix9ine, Lil Baby",2018-12-05,"1,450",6
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-05,"1,410",7
Happier,"Marshmello, Bastille",2018-12-05,"1,269",8
Last Christmas,Wham!,2018-12-05,"1,266",9
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-05,"1,262",10
KIKA,"6ix9ine, Tory Lanez",2018-12-05,"1,257",11
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-05,"1,238",12
Sweet but Psycho,Ava Max,2018-12-05,"1,231",13
Be Alright,Dean Lewis,2018-12-05,"1,221",14
MIA (feat. Drake),Bad Bunny,2018-12-05,"1,184",15
Baller los,MERO,2018-12-05,"1,123",16
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-05,"1,102",17
Going Bad (feat. Drake),Meek Mill,2018-12-05,"1,083",18
SICKO MODE,Travis Scott,2018-12-05,"1,070",19
Mo Bamba,Sheck Wes,2018-12-05,"1,025",20
when the party's over,Billie Eilish,2018-12-05,"1,014",21
"thank u, next",Ariana Grande,2018-12-06,"2,151",1
All I Want for Christmas Is You,Mariah Carey,2018-12-06,"1,960",2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-06,"1,615",3
Last Christmas,Wham!,2018-12-06,"1,506",4
Without Me,Halsey,2018-12-06,"1,487",5
Shallow,"Lady Gaga, Bradley Cooper",2018-12-06,"1,436",6
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-06,"1,400",7
Happier,"Marshmello, Bastille",2018-12-06,"1,346",8
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-06,"1,283",9
Be Alright,Dean Lewis,2018-12-06,"1,227",10
TIC TOC,"6ix9ine, Lil Baby",2018-12-06,"1,213",11
Sweet but Psycho,Ava Max,2018-12-06,"1,177",12
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-06,"1,157",13
Baller los,MERO,2018-12-06,"1,130",14
MIA (feat. Drake),Bad Bunny,2018-12-06,"1,101",15
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-06,"1,085",16
KIKA,"6ix9ine, Tory Lanez",2018-12-06,"1,083",17
Santa Tell Me,Ariana Grande,2018-12-06,"1,072",18
Better,Khalid,2018-12-06,"1,031",19
Jingle Bell Rock,Bobby Helms,2018-12-06,"1,027",20
SICKO MODE,Travis Scott,2018-12-06,"1,015",21
Mo Bamba,Sheck Wes,2018-12-06,"1,011",22
"thank u, next",Ariana Grande,2018-12-07,"2,083",1
All I Want for Christmas Is You,Mariah Carey,2018-12-07,"1,776",2
whoa (mind in awe),XXXTENTACION,2018-12-07,"1,743",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-07,"1,707",4
Last Christmas,Wham!,2018-12-07,"1,585",5
BAD!,XXXTENTACION,2018-12-07,"1,523",6
Shallow,"Lady Gaga, Bradley Cooper",2018-12-07,"1,421",7
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-07,"1,418",8
Without Me,Halsey,2018-12-07,"1,411",9
Guardian angel,XXXTENTACION,2018-12-07,"1,395",10
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-07,"1,385",11
Happier,"Marshmello, Bastille",2018-12-07,"1,272",12
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-07,"1,252",13
Baller los,MERO,2018-12-07,"1,179",14
One Minute (feat. Kanye West & Travis Barker),XXXTENTACION,2018-12-07,"1,159",15
Sweet but Psycho,Ava Max,2018-12-07,"1,157",16
TIC TOC,"6ix9ine, Lil Baby",2018-12-07,"1,150",17
Train food,XXXTENTACION,2018-12-07,"1,123",18
I don’t let go,XXXTENTACION,2018-12-07,"1,120",19
what are you so afraid of,XXXTENTACION,2018-12-07,"1,120",20
MIA (feat. Drake),Bad Bunny,2018-12-07,"1,118",21
KIKA,"6ix9ine, Tory Lanez",2018-12-07,"1,112",22
Be Alright,Dean Lewis,2018-12-07,"1,106",23
Lucid Dreams,Juice WRLD,2018-12-07,"1,086",24
Jingle Bell Rock,Bobby Helms,2018-12-07,"1,072",25
Tausend Tattoos,Sido,2018-12-07,"1,052",26
SICKO MODE,Travis Scott,2018-12-07,"1,045",27
High Hopes,Panic! At The Disco,2018-12-07,"1,041",28
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-07,"1,039",29
SAD!,XXXTENTACION,2018-12-07,"1,038",30
Mo Bamba,Sheck Wes,2018-12-07,"1,016",31
All I Want for Christmas Is You,Mariah Carey,2018-12-08,"2,450",1
Last Christmas,Wham!,2018-12-08,"2,112",2
"thank u, next",Ariana Grande,2018-12-08,"1,981",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-08,"1,760",4
Jingle Bell Rock,Bobby Helms,2018-12-08,"1,516",5
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-08,"1,394",6
Shallow,"Lady Gaga, Bradley Cooper",2018-12-08,"1,365",7
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-08,"1,301",8
whoa (mind in awe),XXXTENTACION,2018-12-08,"1,298",9
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-08,"1,291",10
Santa Tell Me,Ariana Grande,2018-12-08,"1,284",11
Without Me,Halsey,2018-12-08,"1,233",12
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-08,"1,233",13
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-08,"1,208",14
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-08,"1,197",15
BAD!,XXXTENTACION,2018-12-08,"1,164",16
Be Alright,Dean Lewis,2018-12-08,"1,148",17
MIA (feat. Drake),Bad Bunny,2018-12-08,"1,141",18
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-08,"1,110",19
Happier,"Marshmello, Bastille",2018-12-08,"1,084",20
Sweet but Psycho,Ava Max,2018-12-08,"1,051",21
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-08,"1,029",22
All I Want for Christmas Is You,Mariah Carey,2018-12-09,"2,169",1
Last Christmas,Wham!,2018-12-09,"1,924",2
"thank u, next",Ariana Grande,2018-12-09,"1,599",3
Jingle Bell Rock,Bobby Helms,2018-12-09,"1,520",4
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-09,"1,434",5
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-09,"1,372",6
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-09,"1,342",7
Santa Tell Me,Ariana Grande,2018-12-09,"1,308",8
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-09,"1,268",9
Shallow,"Lady Gaga, Bradley Cooper",2018-12-09,"1,254",10
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-09,"1,216",11
Without Me,Halsey,2018-12-09,"1,173",12
Be Alright,Dean Lewis,2018-12-09,"1,106",13
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-09,"1,052",14
whoa (mind in awe),XXXTENTACION,2018-12-09,"1,038",15
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-09,"1,035",16
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-09,"1,013",17
"thank u, next",Ariana Grande,2018-12-10,"1,968",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-10,"1,417",2
Without Me,Halsey,2018-12-10,"1,409",3
Shallow,"Lady Gaga, Bradley Cooper",2018-12-10,"1,398",4
All I Want for Christmas Is You,Mariah Carey,2018-12-10,"1,324",5
Be Alright,Dean Lewis,2018-12-10,"1,266",6
Sweet but Psycho,Ava Max,2018-12-10,"1,197",7
High Hopes,Panic! At The Disco,2018-12-10,"1,176",8
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-10,"1,157",9
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-10,"1,144",10
Last Christmas,Wham!,2018-12-10,"1,116",11
Baller los,MERO,2018-12-10,"1,068",12
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-10,"1,057",13
MIA (feat. Drake),Bad Bunny,2018-12-10,"1,050",14
whoa (mind in awe),XXXTENTACION,2018-12-10,"1,044",15
Happier,"Marshmello, Bastille",2018-12-10,"1,003",16
"thank u, next",Ariana Grande,2018-12-11,"1,911",1
Without Me,Halsey,2018-12-11,"1,508",2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-11,"1,464",3
All I Want for Christmas Is You,Mariah Carey,2018-12-11,"1,388",4
Shallow,"Lady Gaga, Bradley Cooper",2018-12-11,"1,359",5
Be Alright,Dean Lewis,2018-12-11,"1,299",6
Sweet but Psycho,Ava Max,2018-12-11,"1,244",7
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-11,"1,218",8
Last Christmas,Wham!,2018-12-11,"1,211",9
High Hopes,Panic! At The Disco,2018-12-11,"1,161",10
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-11,"1,126",11
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-11,"1,114",12
Happier,"Marshmello, Bastille",2018-12-11,"1,086",13
MIA (feat. Drake),Bad Bunny,2018-12-11,"1,083",14
Going Bad (feat. Drake),Meek Mill,2018-12-11,"1,046",15
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-11,"1,044",16
Baller los,MERO,2018-12-11,"1,028",17
SICKO MODE,Travis Scott,2018-12-11,"1,006",18
"thank u, next",Ariana Grande,2018-12-12,"1,835",1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-12,"1,516",2
Without Me,Halsey,2018-12-12,"1,492",3
All I Want for Christmas Is You,Mariah Carey,2018-12-12,"1,465",4
Shallow,"Lady Gaga, Bradley Cooper",2018-12-12,"1,317",5
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-12,"1,303",6
Sweet but Psycho,Ava Max,2018-12-12,"1,261",7
Last Christmas,Wham!,2018-12-12,"1,212",8
High Hopes,Panic! At The Disco,2018-12-12,"1,191",9
Be Alright,Dean Lewis,2018-12-12,"1,116",10
MIA (feat. Drake),Bad Bunny,2018-12-12,"1,107",11
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-12,"1,098",12
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-12,"1,087",13
Happier,"Marshmello, Bastille",2018-12-12,"1,056",14
Going Bad (feat. Drake),Meek Mill,2018-12-12,"1,039",15
SICKO MODE,Travis Scott,2018-12-12,"1,036",16
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-12,"1,031",17
Tausend Tattoos,Sido,2018-12-12,"1,003",18
"thank u, next",Ariana Grande,2018-12-13,"1,847",1
All I Want for Christmas Is You,Mariah Carey,2018-12-13,"1,642",2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-13,"1,489",3
Without Me,Halsey,2018-12-13,"1,466",4
Shallow,"Lady Gaga, Bradley Cooper",2018-12-13,"1,391",5
Sweet but Psycho,Ava Max,2018-12-13,"1,344",6
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-13,"1,327",7
Last Christmas,Wham!,2018-12-13,"1,318",8
Be Alright,Dean Lewis,2018-12-13,"1,215",9
High Hopes,Panic! At The Disco,2018-12-13,"1,209",10
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-13,"1,119",11
MIA (feat. Drake),Bad Bunny,2018-12-13,"1,111",12
Going Bad (feat. Drake),Meek Mill,2018-12-13,"1,096",13
Happier,"Marshmello, Bastille",2018-12-13,"1,093",14
Baller los,MERO,2018-12-13,"1,093",15
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-13,"1,090",16
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-13,"1,058",17
Tausend Tattoos,Sido,2018-12-13,"1,018",18
Jingle Bell Rock,Bobby Helms,2018-12-13,"1,003",19
Lucid Dreams,Juice WRLD,2018-12-13,"1,001",20
All I Want for Christmas Is You,Mariah Carey,2018-12-14,"2,024",1
"thank u, next",Ariana Grande,2018-12-14,"1,920",2
Last Christmas,Wham!,2018-12-14,"1,730",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-14,"1,682",4
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-14,"1,573",5
Without Me,Halsey,2018-12-14,"1,563",6
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-14,"1,529",7
Sweet but Psycho,Ava Max,2018-12-14,"1,494",8
Shallow,"Lady Gaga, Bradley Cooper",2018-12-14,"1,374",9
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-14,"1,309",10
High Hopes,Panic! At The Disco,2018-12-14,"1,256",11
Jingle Bell Rock,Bobby Helms,2018-12-14,"1,238",12
Baller los,MERO,2018-12-14,"1,238",13
Be Alright,Dean Lewis,2018-12-14,"1,215",14
MIA (feat. Drake),Bad Bunny,2018-12-14,"1,215",15
Going Bad (feat. Drake),Meek Mill,2018-12-14,"1,194",16
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-14,"1,189",17
Santa Tell Me,Ariana Grande,2018-12-14,"1,188",18
imagine,Ariana Grande,2018-12-14,"1,176",19
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-14,"1,134",20
SICKO MODE,Travis Scott,2018-12-14,"1,123",21
Happier,"Marshmello, Bastille",2018-12-14,"1,113",22
Mo Bamba,Sheck Wes,2018-12-14,"1,103",23
whoa (mind in awe),XXXTENTACION,2018-12-14,"1,073",24
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-14,"1,039",25
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-14,"1,033",26
Tausend Tattoos,Sido,2018-12-14,"1,008",27
All I Want for Christmas Is You,Mariah Carey,2018-12-15,"2,638",1
Last Christmas,Wham!,2018-12-15,"2,368",2
"thank u, next",Ariana Grande,2018-12-15,"1,903",3
Jingle Bell Rock,Bobby Helms,2018-12-15,"1,749",4
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-15,"1,708",5
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-15,"1,678",6
Santa Tell Me,Ariana Grande,2018-12-15,"1,581",7
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-15,"1,564",8
Without Me,Halsey,2018-12-15,"1,556",9
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-15,"1,528",10
Sweet but Psycho,Ava Max,2018-12-15,"1,432",11
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-15,"1,425",12
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-15,"1,406",13
Shallow,"Lady Gaga, Bradley Cooper",2018-12-15,"1,340",14
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-15,"1,289",15
High Hopes,Panic! At The Disco,2018-12-15,"1,253",16
MIA (feat. Drake),Bad Bunny,2018-12-15,"1,245",17
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-15,"1,214",18
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-15,"1,212",19
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-15,"1,180",20
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-15,"1,171",21
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-15,"1,165",22
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-15,"1,114",23
Be Alright,Dean Lewis,2018-12-15,"1,102",24
Going Bad (feat. Drake),Meek Mill,2018-12-15,"1,098",25
Mistletoe,Justin Bieber,2018-12-15,"1,094",26
imagine,Ariana Grande,2018-12-15,"1,086",27
Happier,"Marshmello, Bastille",2018-12-15,"1,062",28
SICKO MODE,Travis Scott,2018-12-15,"1,060",29
Mo Bamba,Sheck Wes,2018-12-15,"1,020",30
All I Want for Christmas Is You,Mariah Carey,2018-12-16,"3,118",1
Last Christmas,Wham!,2018-12-16,"2,748",2
Jingle Bell Rock,Bobby Helms,2018-12-16,"2,040",3
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-16,"1,928",4
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-16,"1,903",5
Santa Tell Me,Ariana Grande,2018-12-16,"1,901",6
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-16,"1,763",7
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-16,"1,757",8
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-16,"1,550",9
"thank u, next",Ariana Grande,2018-12-16,"1,530",10
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-16,"1,496",11
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-16,"1,416",12
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-16,"1,328",13
Without Me,Halsey,2018-12-16,"1,302",14
Mistletoe,Justin Bieber,2018-12-16,"1,242",15
Feliz Navidad,José Feliciano,2018-12-16,"1,233",16
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2018-12-16,"1,230",17
Sweet but Psycho,Ava Max,2018-12-16,"1,212",18
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-16,"1,193",19
Sleigh Ride,The Ronettes,2018-12-16,"1,189",20
Shallow,"Lady Gaga, Bradley Cooper",2018-12-16,"1,163",21
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-16,"1,158",22
Driving Home for Christmas,Chris Rea,2018-12-16,"1,151",23
Underneath the Tree,Kelly Clarkson,2018-12-16,"1,135",24
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2018-12-16,"1,133",25
A Holly Jolly Christmas - Single Version,Burl Ives,2018-12-16,"1,123",26
Have Yourself A Merry Little Christmas,Sam Smith,2018-12-16,"1,121",27
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2018-12-16,"1,116",28
Holly Jolly Christmas,Michael Bublé,2018-12-16,"1,116",29
Be Alright,Dean Lewis,2018-12-16,"1,096",30
Santa Claus Is Coming to Town,Michael Bublé,2018-12-16,"1,088",31
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-16,"1,086",32
The Christmas Song (Merry Christmas To You),Nat King Cole,2018-12-16,"1,066",33
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-16,"1,061",34
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2018-12-16,"1,053",35
"thank u, next",Ariana Grande,2018-12-17,"1,840",1
Without Me,Halsey,2018-12-17,"1,699",2
All I Want for Christmas Is You,Mariah Carey,2018-12-17,"1,588",3
Sweet but Psycho,Ava Max,2018-12-17,"1,458",4
