Song,Artist,Date,Streams,Rank
Starboy,"The Weeknd, Daft Punk",2017-01-01,"1,020",1
Starboy,"The Weeknd, Daft Punk",2017-01-02,"1,312",1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-02,"1,171",2
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-02,"1,040",3
Starboy,"The Weeknd, Daft Punk",2017-01-03,"1,335",1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-03,"1,185",2
Closer,"The Chainsmokers, Halsey",2017-01-03,"1,087",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-03,"1,070",4
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-03,"1,066",5
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-03,"1,060",6
Say You Won't Let Go,James Arthur,2017-01-03,"1,060",7
Starboy,"The Weeknd, Daft Punk",2017-01-04,"1,394",1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-04,"1,169",2
Closer,"The Chainsmokers, Halsey",2017-01-04,"1,157",3
Say You Won't Let Go,James Arthur,2017-01-04,"1,051",4
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-04,"1,023",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-04,"1,003",6
Starboy,"The Weeknd, Daft Punk",2017-01-05,"1,352",1
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-05,"1,224",2
Closer,"The Chainsmokers, Halsey",2017-01-05,"1,132",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-05,"1,102",4
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-05,"1,089",5
Say You Won't Let Go,James Arthur,2017-01-05,"1,051",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-05,"1,004",7
Shape of You,Ed Sheeran,2017-01-06,"2,259",1
Castle on the Hill,Ed Sheeran,2017-01-06,"1,947",2
Starboy,"The Weeknd, Daft Punk",2017-01-06,"1,385",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-06,"1,371",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-06,"1,222",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-06,"1,119",6
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-06,"1,088",7
Closer,"The Chainsmokers, Halsey",2017-01-06,"1,082",8
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-06,"1,042",9
Say You Won't Let Go,James Arthur,2017-01-06,"1,040",10
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-06,"1,030",11
Shape of You,Ed Sheeran,2017-01-07,"2,355",1
Castle on the Hill,Ed Sheeran,2017-01-07,"1,741",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-07,"1,360",3
Starboy,"The Weeknd, Daft Punk",2017-01-07,"1,339",4
Closer,"The Chainsmokers, Halsey",2017-01-07,"1,208",5
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-07,"1,204",6
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-07,"1,165",7
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-07,"1,156",8
Say You Won't Let Go,James Arthur,2017-01-07,"1,091",9
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-07,"1,067",10
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-07,"1,012",11
Shape of You,Ed Sheeran,2017-01-08,"2,733",1
Castle on the Hill,Ed Sheeran,2017-01-08,"1,660",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-08,"1,325",3
Starboy,"The Weeknd, Daft Punk",2017-01-08,"1,297",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-08,"1,152",5
Say You Won't Let Go,James Arthur,2017-01-08,"1,098",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-08,"1,048",7
Shape of You,Ed Sheeran,2017-01-09,"3,091",1
Castle on the Hill,Ed Sheeran,2017-01-09,"1,760",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-09,"1,377",3
Starboy,"The Weeknd, Daft Punk",2017-01-09,"1,377",4
Say You Won't Let Go,James Arthur,2017-01-09,"1,187",5
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-09,"1,184",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-09,"1,109",7
Shape of You,Ed Sheeran,2017-01-10,"3,184",1
Castle on the Hill,Ed Sheeran,2017-01-10,"1,733",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-10,"1,424",3
Starboy,"The Weeknd, Daft Punk",2017-01-10,"1,326",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-10,"1,290",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-10,"1,170",6
Say You Won't Let Go,James Arthur,2017-01-10,"1,132",7
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-10,"1,018",8
Shape of You,Ed Sheeran,2017-01-11,"2,911",1
Castle on the Hill,Ed Sheeran,2017-01-11,"1,527",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-11,"1,474",3
Starboy,"The Weeknd, Daft Punk",2017-01-11,"1,314",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-11,"1,290",5
Say You Won't Let Go,James Arthur,2017-01-11,"1,209",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-11,"1,111",7
Closer,"The Chainsmokers, Halsey",2017-01-11,"1,039",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-11,"1,030",9
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-11,"1,013",10
Shape of You,Ed Sheeran,2017-01-12,"2,948",1
Castle on the Hill,Ed Sheeran,2017-01-12,"1,479",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-12,"1,426",3
Starboy,"The Weeknd, Daft Punk",2017-01-12,"1,424",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-12,"1,343",5
Say You Won't Let Go,James Arthur,2017-01-12,"1,167",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-12,"1,153",7
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-12,"1,075",8
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-12,"1,036",9
Closer,"The Chainsmokers, Halsey",2017-01-12,"1,026",10
Shape of You,Ed Sheeran,2017-01-13,"3,113",1
Castle on the Hill,Ed Sheeran,2017-01-13,"1,593",2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-13,"1,503",3
Starboy,"The Weeknd, Daft Punk",2017-01-13,"1,500",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-13,"1,462",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-13,"1,318",6
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-13,"1,166",7
Say You Won't Let Go,James Arthur,2017-01-13,"1,133",8
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-13,"1,091",9
Closer,"The Chainsmokers, Halsey",2017-01-13,"1,067",10
Shape of You,Ed Sheeran,2017-01-14,"3,175",1
Castle on the Hill,Ed Sheeran,2017-01-14,"1,567",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-14,"1,508",3
Starboy,"The Weeknd, Daft Punk",2017-01-14,"1,491",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-14,"1,450",5
Paris,The Chainsmokers,2017-01-14,"1,223",6
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-14,"1,186",7
Say You Won't Let Go,James Arthur,2017-01-14,"1,179",8
Closer,"The Chainsmokers, Halsey",2017-01-14,"1,147",9
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-14,"1,141",10
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-14,"1,091",11
Let Me Love You,"DJ Snake, Justin Bieber",2017-01-14,"1,055",12
Shape of You,Ed Sheeran,2017-01-15,"3,006",1
Castle on the Hill,Ed Sheeran,2017-01-15,"1,438",2
Paris,The Chainsmokers,2017-01-15,"1,309",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-15,"1,275",4
Starboy,"The Weeknd, Daft Punk",2017-01-15,"1,275",5
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-15,"1,268",6
Say You Won't Let Go,James Arthur,2017-01-15,"1,092",7
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-15,"1,088",8
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-15,"1,024",9
Shape of You,Ed Sheeran,2017-01-16,"3,202",1
Castle on the Hill,Ed Sheeran,2017-01-16,"1,442",2
Paris,The Chainsmokers,2017-01-16,"1,369",3
Starboy,"The Weeknd, Daft Punk",2017-01-16,"1,354",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-16,"1,301",5
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-16,"1,296",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-16,"1,103",7
Shape of You,Ed Sheeran,2017-01-17,"3,077",1
Paris,The Chainsmokers,2017-01-17,"1,556",2
Castle on the Hill,Ed Sheeran,2017-01-17,"1,434",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-17,"1,346",4
Starboy,"The Weeknd, Daft Punk",2017-01-17,"1,277",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-17,"1,243",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-17,"1,139",7
Say You Won't Let Go,James Arthur,2017-01-17,"1,120",8
Shape of You,Ed Sheeran,2017-01-18,"3,053",1
Paris,The Chainsmokers,2017-01-18,"1,579",2
Castle on the Hill,Ed Sheeran,2017-01-18,"1,356",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-18,"1,324",4
Starboy,"The Weeknd, Daft Punk",2017-01-18,"1,291",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-18,"1,274",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-18,"1,196",7
Say You Won't Let Go,James Arthur,2017-01-18,"1,095",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-18,"1,064",9
Shape of You,Ed Sheeran,2017-01-19,"3,206",1
Paris,The Chainsmokers,2017-01-19,"1,622",2
Starboy,"The Weeknd, Daft Punk",2017-01-19,"1,383",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-19,"1,331",4
Castle on the Hill,Ed Sheeran,2017-01-19,"1,324",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-19,"1,286",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-19,"1,108",7
Say You Won't Let Go,James Arthur,2017-01-19,"1,084",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-19,"1,081",9
Shape of You,Ed Sheeran,2017-01-20,"3,280",1
Paris,The Chainsmokers,2017-01-20,"1,775",2
Starboy,"The Weeknd, Daft Punk",2017-01-20,"1,425",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-20,"1,406",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-20,"1,386",5
Castle on the Hill,Ed Sheeran,2017-01-20,"1,373",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-20,"1,231",7
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-20,"1,126",8
Say You Won't Let Go,James Arthur,2017-01-20,"1,105",9
Closer,"The Chainsmokers, Halsey",2017-01-20,"1,051",10
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-20,"1,047",11
Shape of You,Ed Sheeran,2017-01-21,"3,372",1
Paris,The Chainsmokers,2017-01-21,"1,827",2
Castle on the Hill,Ed Sheeran,2017-01-21,"1,461",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-21,"1,450",4
Starboy,"The Weeknd, Daft Punk",2017-01-21,"1,435",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-21,"1,413",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-21,"1,285",7
Say You Won't Let Go,James Arthur,2017-01-21,"1,212",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-21,"1,178",9
Closer,"The Chainsmokers, Halsey",2017-01-21,"1,093",10
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-21,"1,030",11
Shape of You,Ed Sheeran,2017-01-22,"3,348",1
Paris,The Chainsmokers,2017-01-22,"1,679",2
Castle on the Hill,Ed Sheeran,2017-01-22,"1,420",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-22,"1,401",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-22,"1,286",5
Starboy,"The Weeknd, Daft Punk",2017-01-22,"1,285",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-22,"1,257",7
Say You Won't Let Go,James Arthur,2017-01-22,"1,106",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-22,"1,029",9
Shape of You,Ed Sheeran,2017-01-23,"3,373",1
Paris,The Chainsmokers,2017-01-23,"1,677",2
Castle on the Hill,Ed Sheeran,2017-01-23,"1,395",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-23,"1,198",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-23,"1,198",5
Starboy,"The Weeknd, Daft Punk",2017-01-23,"1,190",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-23,"1,187",7
Say You Won't Let Go,James Arthur,2017-01-23,"1,039",8
Shape of You,Ed Sheeran,2017-01-24,"3,410",1
Paris,The Chainsmokers,2017-01-24,"1,833",2
Castle on the Hill,Ed Sheeran,2017-01-24,"1,421",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-24,"1,370",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-24,"1,366",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-24,"1,259",6
Starboy,"The Weeknd, Daft Punk",2017-01-24,"1,235",7
Say You Won't Let Go,James Arthur,2017-01-24,"1,101",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-24,"1,022",9
Shape of You,Ed Sheeran,2017-01-25,"3,257",1
Paris,The Chainsmokers,2017-01-25,"1,833",2
Castle on the Hill,Ed Sheeran,2017-01-25,"1,335",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-25,"1,301",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-25,"1,282",5
Starboy,"The Weeknd, Daft Punk",2017-01-25,"1,241",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-25,"1,180",7
Say You Won't Let Go,James Arthur,2017-01-25,"1,137",8
Shape of You,Ed Sheeran,2017-01-26,"3,560",1
Paris,The Chainsmokers,2017-01-26,"1,863",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-26,"1,431",3
Castle on the Hill,Ed Sheeran,2017-01-26,"1,428",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-26,"1,402",5
Starboy,"The Weeknd, Daft Punk",2017-01-26,"1,324",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-26,"1,267",7
Say You Won't Let Go,James Arthur,2017-01-26,"1,158",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-26,"1,036",9
Shape of You,Ed Sheeran,2017-01-27,"3,883",1
Paris,The Chainsmokers,2017-01-27,"1,801",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-27,"1,564",3
Castle on the Hill,Ed Sheeran,2017-01-27,"1,509",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-27,"1,491",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-27,"1,357",6
Starboy,"The Weeknd, Daft Punk",2017-01-27,"1,261",7
Say You Won't Let Go,James Arthur,2017-01-27,"1,089",8
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-27,"1,061",9
Shape of You,Ed Sheeran,2017-01-28,"3,636",1
Paris,The Chainsmokers,2017-01-28,"1,805",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-28,"1,552",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-28,"1,435",4
Castle on the Hill,Ed Sheeran,2017-01-28,"1,350",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-28,"1,276",6
Starboy,"The Weeknd, Daft Punk",2017-01-28,"1,248",7
Say You Won't Let Go,James Arthur,2017-01-28,"1,105",8
Closer,"The Chainsmokers, Halsey",2017-01-28,"1,069",9
I Feel It Coming,"The Weeknd, Daft Punk",2017-01-28,"1,061",10
Don't Wanna Know,"Maroon 5, Kendrick Lamar",2017-01-28,"1,022",11
Shape of You,Ed Sheeran,2017-01-29,"3,181",1
Paris,The Chainsmokers,2017-01-29,"1,594",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-29,"1,456",3
Castle on the Hill,Ed Sheeran,2017-01-29,"1,222",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-29,"1,169",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-29,"1,157",6
Say You Won't Let Go,James Arthur,2017-01-29,"1,037",7
Shape of You,Ed Sheeran,2017-01-30,"3,465",1
Paris,The Chainsmokers,2017-01-30,"1,700",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-30,"1,408",3
Castle on the Hill,Ed Sheeran,2017-01-30,"1,376",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-30,"1,204",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-30,"1,151",6
Say You Won't Let Go,James Arthur,2017-01-30,"1,032",7
Shape of You,Ed Sheeran,2017-01-31,"3,666",1
Paris,The Chainsmokers,2017-01-31,"1,855",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-01-31,"1,466",3
Castle on the Hill,Ed Sheeran,2017-01-31,"1,412",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-01-31,"1,322",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-01-31,"1,240",6
Say You Won't Let Go,James Arthur,2017-01-31,"1,108",7
Starboy,"The Weeknd, Daft Punk",2017-01-31,"1,056",8
Shape of You,Ed Sheeran,2017-02-01,"3,450",1
Paris,The Chainsmokers,2017-02-01,"1,778",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-01,"1,446",3
Castle on the Hill,Ed Sheeran,2017-02-01,"1,308",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-01,"1,285",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-01,"1,252",6
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-01,"1,074",7
Starboy,"The Weeknd, Daft Punk",2017-02-01,"1,042",8
Shape of You,Ed Sheeran,2017-02-02,"3,750",1
Paris,The Chainsmokers,2017-02-02,"1,842",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-02,"1,409",3
Castle on the Hill,Ed Sheeran,2017-02-02,"1,343",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-02,"1,294",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-02,"1,294",6
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-02,"1,240",7
Starboy,"The Weeknd, Daft Punk",2017-02-02,"1,177",8
Say You Won't Let Go,James Arthur,2017-02-02,"1,071",9
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-02,"1,057",10
Shape of You,Ed Sheeran,2017-02-03,"3,977",1
Paris,The Chainsmokers,2017-02-03,"1,862",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-03,"1,622",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-03,"1,459",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-03,"1,424",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-03,"1,381",6
Castle on the Hill,Ed Sheeran,2017-02-03,"1,359",7
Starboy,"The Weeknd, Daft Punk",2017-02-03,"1,188",8
Say You Won't Let Go,James Arthur,2017-02-03,"1,111",9
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-03,"1,055",10
Bad and Boujee (feat. Lil Uzi Vert),Migos,2017-02-03,"1,050",11
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-03,"1,022",12
Shape of You,Ed Sheeran,2017-02-04,"3,891",1
Paris,The Chainsmokers,2017-02-04,"1,881",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-04,"1,644",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-04,"1,374",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-04,"1,355",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-04,"1,354",6
Castle on the Hill,Ed Sheeran,2017-02-04,"1,333",7
Starboy,"The Weeknd, Daft Punk",2017-02-04,"1,142",8
Say You Won't Let Go,James Arthur,2017-02-04,"1,102",9
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-04,"1,056",10
Chantaje (feat. Maluma),Shakira,2017-02-04,"1,001",11
Shape of You,Ed Sheeran,2017-02-05,"3,334",1
Paris,The Chainsmokers,2017-02-05,"1,734",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-05,"1,585",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-05,"1,412",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-05,"1,341",5
Castle on the Hill,Ed Sheeran,2017-02-05,"1,294",6
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-05,"1,188",7
Say You Won't Let Go,James Arthur,2017-02-05,"1,091",8
Shape of You,Ed Sheeran,2017-02-06,"3,592",1
Paris,The Chainsmokers,2017-02-06,"1,624",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-06,"1,577",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-06,"1,344",4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-06,"1,309",5
Castle on the Hill,Ed Sheeran,2017-02-06,"1,271",6
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-06,"1,203",7
Say You Won't Let Go,James Arthur,2017-02-06,"1,056",8
Shape of You,Ed Sheeran,2017-02-07,"3,660",1
Paris,The Chainsmokers,2017-02-07,"1,802",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-07,"1,673",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-07,"1,433",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-07,"1,328",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-07,"1,271",6
Castle on the Hill,Ed Sheeran,2017-02-07,"1,263",7
Say You Won't Let Go,James Arthur,2017-02-07,"1,141",8
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-07,"1,028",9
Shape of You,Ed Sheeran,2017-02-08,"3,607",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-08,"1,752",2
Paris,The Chainsmokers,2017-02-08,"1,707",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-08,"1,399",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-08,"1,359",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-08,"1,290",6
Castle on the Hill,Ed Sheeran,2017-02-08,"1,223",7
Say You Won't Let Go,James Arthur,2017-02-08,"1,069",8
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-08,"1,066",9
Starboy,"The Weeknd, Daft Punk",2017-02-08,"1,011",10
Shape of You,Ed Sheeran,2017-02-09,"3,745",1
Paris,The Chainsmokers,2017-02-09,"1,836",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-09,"1,647",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-09,"1,427",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-09,"1,404",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-09,"1,311",6
Castle on the Hill,Ed Sheeran,2017-02-09,"1,281",7
