Song,Artist,Date,Streams,Rank
Меня не будет,"ANIKV, SALUKI",2022-02-24,"1,262",186
Веном,"Платина, Big Baby Tape",2022-02-24,"1,262",187
Vlone,FACE,2022-02-24,"1,255",188
телу тоже больно,"Naitivihod, Папин Олимпос",2022-02-24,"1,255",189
ПОРНХАБ КРИСМАС КЛАБ,Poshlaya Molly,2022-02-24,"1,248",190
Big Tymers,"Big Baby Tape, kizaru",2022-02-24,"1,243",191
ХОЧЕШЬ?,Zemfira,2022-02-24,"1,238",192
Без даты,УННВ,2022-02-24,"1,233",193
Птичка,HammAli & Navai,2022-02-24,"1,230",194
Я тебе не верю,"Grigory Leps, Irina Allegrova",2022-02-24,"1,230",195
Маяк,Ramil',2022-02-24,"1,227",196
Shivers (feat. FEDUK & SLAVA MARLOW),Ed Sheeran,2022-02-24,"1,225",197
Kosandra,Miyagi & Andy Panda,2022-02-24,"1,225",198
Тп на аме,СЕРЕГА ПИРАТ,2022-02-24,"1,225",199
Втюрилась,Дора,2022-02-24,"1,225",200
