Song,Artist,Date,Streams,Rank
Woman,Doja Cat,2022-02-25,"1,633",172
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,2022-02-25,"1,605",173
Infinity,Jaymes Young,2022-02-25,"1,601",174
Flowers (Say My Name),ArrDee,2022-02-25,"1,596",175
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-25,"1,594",176
It Is What It Is,Adekunle Gold,2022-02-25,"1,580",177
Bluffin,"Afro B, Kizz Daniel",2022-02-25,"1,579",178
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2022-02-25,"1,569",179
System (feat. WizKid),Dave,2022-02-25,"1,563",180
Trouble,"Basketmouth, 2Baba, Blaqbonez",2022-02-25,"1,562",181
Freaky Deaky,"Tyga, Doja Cat",2022-02-25,"1,551",182
Bad Habits,Ed Sheeran,2022-02-25,"1,547",183
Way 2 Sexy (with Future & Young Thug),Drake,2022-02-25,"1,533",184
Love & War,Kodak Black,2022-02-25,"1,529",185
C Major,Seyi Vibez,2022-02-25,"1,518",186
Clash (feat. Stormzy),Dave,2022-02-25,"1,517",187
Girls Want Girls (with Lil Baby),Drake,2022-02-25,"1,508",188
Lenu - Remix,"Buju, Burna Boy",2022-02-25,"1,506",189
Love Don't Cost A Dime,Magixx,2022-02-25,"1,504",190
Khabib,Central Cee,2022-02-25,"1,504",191
I Wish,Kodak Black,2022-02-25,"1,502",192
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2022-02-25,"1,498",193
Energy,"Feranbanks, Zinoleesky",2022-02-25,"1,490",194
Need to Know,Doja Cat,2022-02-25,"1,481",195
One Dance,"Drake, WizKid, Kyla",2022-02-25,"1,468",196
Kilofese - Remix,"Zinoleesky, Mayorkun, Busiswa",2022-02-25,"1,467",197
Addict,Kizz Daniel,2022-02-25,"1,457",198
Steady,WizKid,2022-02-25,"1,442",199
On the Low,Burna Boy,2022-02-25,"1,441",200
